fn,bbox
726.tif,"[[30, 20, 62, 52], [140, 37, 172, 69], [71, 76, 103, 108], [168, 92, 200, 124], [130, 102, 162, 134], [156, 142, 188, 174], [208, 192, 240, 224], [53, 166, 85, 198], [34, 115, 66, 147], [14, 67, 46, 99]]"
727.tif,"[[47, -13, 79, 19], [144, 3, 176, 35], [105, 14, 137, 46], [131, 53, 163, 85], [200, 49, 232, 81], [206, 77, 238, 109], [183, 103, 215, 135], [139, 186, 171, 218], [43, 135, 75, 167], [28, 77, 60, 109], [10, 26, 42, 58], [44, 205, 76, 237]]"
728.tif,"[[181, 16, 213, 48], [44, 16, 76, 48], [73, 71, 105, 103], [35, 82, 67, 114], [61, 121, 93, 153], [129, 117, 161, 149], [135, 145, 167, 177], [113, 171, 145, 203]]"
729.tif,"[[36, 29, 68, 61], [43, 58, 75, 90], [20, 84, 52, 116], [15, 200, 47, 232]]"
730.tif,"[[166, 22, 198, 54], [205, 46, 237, 78], [108, 11, 140, 43], [69, -8, 101, 24], [16, 93, 48, 125], [23, 121, 55, 153], [0, 147, 32, 179]]"
731.tif,"[[6, -12, 38, 20], [81, 12, 113, 44], [58, 38, 90, 70], [205, 207, 237, 239], [54, 154, 86, 186], [14, 121, 46, 153]]"
732.tif,"[[117, 43, 149, 75], [152, 140, 184, 172], [-10, 179, 22, 211]]"
733.tif,"[[181, 150, 213, 182], [147, 113, 179, 145], [206, 112, 238, 144], [195, 10, 227, 42], [131, 6, 163, 38], [32, 79, 64, 111], [16, 199, 48, 231]]"
734.tif,"[[180, 69, 212, 101], [18, 108, 50, 140], [5, 21, 37, 53], [165, 189, 197, 221]]"
735.tif,"[[113, 24, 145, 56], [63, 32, 95, 64], [15, 82, 47, 114], [70, 109, 102, 141], [-12, 165, 20, 197], [51, 176, 83, 208], [90, 183, 122, 215], [130, 127, 162, 159], [186, 144, 218, 176]]"
736.tif,"[[148, 175, 180, 207], [98, 182, 130, 214], [135, 88, 167, 120], [4, 123, 36, 155]]"
737.tif,"[[179, 205, 211, 237], [85, 146, 117, 178], [65, 57, 97, 89], [25, 24, 57, 56]]"
738.tif,"[[70, 1, 102, 33], [86, 205, 118, 237], [65, 117, 97, 149], [26, 84, 58, 116]]"
739.tif,"[[66, 2, 98, 34], [135, -3, 167, 29], [141, 26, 173, 58], [118, 52, 150, 84], [114, 168, 146, 200], [74, 135, 106, 167], [18, 202, 50, 234]]"
740.tif,"[[94, -9, 126, 23], [120, 30, 152, 62], [188, 26, 220, 58], [195, 54, 227, 86], [172, 80, 204, 112], [167, 196, 199, 228], [128, 163, 160, 195], [32, 112, 64, 144], [17, 54, 49, 86], [-2, 3, 30, 35], [33, 182, 65, 214]]"
741.tif,"[[166, -8, 198, 24], [174, 124, 206, 156], [78, 74, 110, 106], [63, 16, 95, 48], [-13, 52, 19, 84], [7, 133, 39, 165], [79, 143, 111, 175], [117, 192, 149, 224]]"
742.tif,"[[25, 6, 57, 38], [135, 23, 167, 55], [66, 62, 98, 94], [163, 78, 195, 110], [125, 89, 157, 121], [151, 128, 183, 160], [203, 178, 235, 210], [47, 152, 79, 184], [29, 101, 61, 133], [9, 54, 41, 86]]"
743.tif,"[[207, 117, 239, 149], [189, 66, 221, 98], [168, 18, 200, 50], [118, 52, 150, 84], [131, 153, 163, 185], [72, 90, 104, 122], [-4, 157, 28, 189]]"
744.tif,"[[94, -12, 126, 20], [204, 5, 236, 37], [136, 44, 168, 76], [194, 71, 226, 103], [132, 192, 164, 224], [117, 135, 149, 167], [99, 83, 131, 115], [78, 36, 110, 68], [27, 70, 59, 102], [41, 171, 73, 203]]"
745.tif,"[[208, 176, 240, 208], [193, 118, 225, 150], [174, 67, 206, 99], [154, 20, 186, 52], [103, 53, 135, 85], [117, 155, 149, 187], [57, 92, 89, 124]]"
746.tif,"[[179, 43, 211, 75], [166, 160, 198, 192], [3, 9, 35, 41], [28, 60, 60, 92], [85, 112, 117, 144], [60, 146, 92, 178], [112, 128, 144, 160], [105, 192, 137, 224]]"
747.tif,"[[153, 96, 185, 128], [138, 39, 170, 71], [120, -13, 152, 19], [62, 75, 94, 107], [83, 156, 115, 188], [155, 166, 187, 198], [3, 12, 35, 44]]"
748.tif,"[[151, 61, 183, 93], [34, 7, 66, 39], [9, 94, 41, 126], [47, 115, 79, 147], [123, 140, 155, 172], [197, 170, 229, 202]]"
749.tif,"[[137, 70, 169, 102], [205, 72, 237, 104], [56, 21, 88, 53], [30, 55, 62, 87], [82, 37, 114, 69], [75, 102, 107, 134], [30, 181, 62, 213], [105, 152, 137, 184]]"
750.tif,"[[53, 13, 85, 45], [121, 16, 153, 48], [152, 41, 184, 73], [190, 63, 222, 95], [-9, 45, 23, 77], [21, 96, 53, 128]]"
751.tif,"[[180, 117, 212, 149], [159, 29, 191, 61], [119, -4, 151, 28], [25, 14, 57, 46], [63, 63, 95, 95], [8, 125, 40, 157], [38, 150, 70, 182], [77, 172, 109, 204], [153, 196, 185, 228]]"
752.tif,"[[11, -1, 43, 31], [49, 20, 81, 52], [125, 45, 157, 77], [199, 75, 231, 107], [79, 114, 111, 146], [117, 131, 149, 163], [172, 159, 204, 191]]"
753.tif,"[[38, 3, 70, 35], [76, 25, 108, 57], [153, 49, 185, 81], [106, 118, 138, 150], [144, 135, 176, 167], [199, 163, 231, 195]]"
754.tif,"[[160, 14, 192, 46], [110, 22, 142, 54], [-11, 42, 21, 74], [63, 72, 95, 104], [117, 99, 149, 131], [36, 156, 68, 188], [98, 167, 130, 199], [138, 173, 170, 205], [178, 118, 210, 150]]"
755.tif,"[[116, 7, 148, 39], [13, 61, 45, 93], [89, 86, 121, 118], [162, 116, 194, 148], [43, 155, 75, 187], [80, 172, 112, 204], [135, 200, 167, 232]]"
756.tif,"[[76, -5, 108, 27], [152, 20, 184, 52], [106, 89, 138, 121], [144, 105, 176, 137], [198, 133, 230, 165], [104, 203, 136, 235]]"
757.tif,"[[202, 49, 234, 81], [152, 57, 184, 89], [59, -2, 91, 30], [31, 77, 63, 109], [105, 107, 137, 139], [-15, 146, 17, 178], [23, 163, 55, 195], [159, 135, 191, 167], [77, 191, 109, 223], [140, 202, 172, 234]]"
758.tif,"[[180, 39, 212, 71], [59, 59, 91, 91], [133, 89, 165, 121], [13, 128, 45, 160], [51, 145, 83, 177], [187, 116, 219, 148], [105, 173, 137, 205], [168, 184, 200, 216], [207, 190, 239, 222]]"
759.tif,"[[6, -3, 38, 29], [61, 25, 93, 57], [123, 36, 155, 68], [163, 43, 195, 75], [203, -13, 235, 19], [2, 159, 34, 191], [49, 171, 81, 203], [107, 171, 139, 203], [199, 178, 231, 210]]"
760.tif,"[[10, -11, 42, 21], [73, 0, 105, 32], [112, 7, 144, 39], [-2, 135, 30, 167], [56, 136, 88, 168], [112, 177, 144, 209], [148, 142, 180, 174]]"
761.tif,"[[-2, 31, 30, 63], [18, 105, 50, 137], [58, 49, 90, 81], [114, 66, 146, 98], [119, 186, 151, 218], [187, 27, 219, 59], [174, 72, 206, 104], [205, 160, 237, 192]]"
762.tif,"[[113, 21, 145, 53], [63, 29, 95, 61], [16, 79, 48, 111], [70, 106, 102, 138], [-12, 163, 20, 195], [51, 174, 83, 206], [90, 180, 122, 212], [131, 125, 163, 157], [186, 141, 218, 173]]"
763.tif,"[[178, 78, 210, 110], [206, 162, 238, 194], [54, 49, 86, 81], [140, 23, 172, 55], [-10, 104, 22, 136], [93, 121, 125, 153], [117, 174, 149, 206]]"
764.tif,"[[174, 130, 206, 162], [34, 86, 66, 118], [39, 206, 71, 238], [108, 47, 140, 79], [94, 92, 126, 124], [125, 180, 157, 212]]"
765.tif,"[[184, 76, 216, 108], [172, 181, 204, 213], [-12, 16, 20, 48], [43, 32, 75, 64], [48, 153, 80, 185], [117, -7, 149, 25], [103, 38, 135, 70], [134, 127, 166, 159]]"
766.tif,"[[126, 63, 158, 95], [170, 73, 202, 105], [153, 148, 185, 180], [174, 199, 206, 231], [1, 35, 33, 67], [88, 9, 120, 41], [40, 106, 72, 138], [64, 160, 96, 192]]"
767.tif,"[[178, -8, 210, 24], [200, 139, 232, 171], [182, 87, 214, 119], [161, 40, 193, 72], [111, 74, 143, 106], [124, 175, 156, 207], [65, 112, 97, 144], [-11, 178, 21, 210]]"
768.tif,"[[184, 135, 216, 167], [163, 178, 195, 210], [93, -11, 125, 21], [80, 35, 112, 67], [63, 68, 95, 100], [11, 187, 43, 219], [32, 138, 64, 170]]"
769.tif,"[[195, 131, 227, 163], [175, 175, 207, 207], [105, -14, 137, 18], [91, 32, 123, 64], [75, 64, 107, 96], [22, 184, 54, 216], [43, 134, 75, 166]]"
770.tif,"[[179, 52, 211, 84], [199, 133, 231, 165], [119, -11, 151, 21], [43, 55, 75, 87], [23, 99, 55, 131], [47, 150, 79, 182], [0, 163, 32, 195], [104, 202, 136, 234]]"
771.tif,"[[169, 40, 201, 72], [148, 84, 180, 116], [173, 135, 205, 167], [126, 148, 158, 180], [72, 167, 104, 199], [22, 147, 54, 179], [-4, 93, 28, 125], [17, 43, 49, 75]]"
772.tif,"[[101, -5, 133, 27], [47, 14, 79, 46], [206, 34, 238, 66], [180, 68, 212, 100], [63, 108, 95, 140], [117, 136, 149, 168], [100, 206, 132, 238], [180, 194, 212, 226], [-5, 159, 27, 191], [-2, -6, 30, 26]]"
773.tif,"[[200, 57, 232, 89], [187, 174, 219, 206], [24, 22, 56, 54], [48, 74, 80, 106], [1, 87, 33, 119], [105, 126, 137, 158], [80, 159, 112, 191], [132, 142, 164, 174], [125, 206, 157, 238]]"
774.tif,"[[108, 10, 140, 42], [125, 75, 157, 107], [148, 153, 180, 185], [54, 175, 86, 207]]"
775.tif,"[[180, 112, 212, 144], [157, 177, 189, 209]]"
776.tif,"[[157, 11, 189, 43], [130, 63, 162, 95], [116, 109, 148, 141], [100, 142, 132, 174], [-3, 106, 29, 138], [-15, 90, 17, 122]]"
777.tif,"[[149, 142, 181, 174], [129, 186, 161, 218], [59, -3, 91, 29], [45, 43, 77, 75], [29, 75, 61, 107], [-3, 145, 29, 177]]"
778.tif,"[[174, 163, 206, 195], [154, 207, 186, 239], [84, 18, 116, 50], [70, 64, 102, 96], [54, 97, 86, 129], [22, 166, 54, 198]]"
779.tif,"[[185, 34, 217, 66], [172, 152, 204, 184], [9, 0, 41, 32], [33, 51, 65, 83], [-14, 64, 18, 96], [90, 103, 122, 135], [65, 137, 97, 169], [2, 206, 34, 238], [117, 119, 149, 151], [110, 184, 142, 216]]"
780.tif,"[[147, -7, 179, 25], [164, 88, 196, 120], [200, 185, 232, 217], [95, 138, 127, 170], [86, 207, 118, 239], [22, 52, 54, 84], [-12, 151, 20, 183], [3, 105, 35, 137]]"
781.tif,"[[129, 21, 161, 53], [104, 55, 136, 87], [-13, 95, 19, 127], [41, 123, 73, 155], [155, 37, 187, 69], [148, 101, 180, 133], [23, 193, 55, 225], [104, 181, 136, 213], [178, 152, 210, 184]]"
782.tif,"[[151, -7, 183, 25], [171, 74, 203, 106], [158, 191, 190, 223], [15, -4, 47, 28], [-5, 40, 27, 72], [19, 91, 51, 123], [77, 143, 109, 175], [51, 177, 83, 209], [103, 159, 135, 191]]"
783.tif,"[[205, 19, 237, 51], [192, 136, 224, 168], [53, 36, 85, 68], [6, 49, 38, 81], [111, 88, 143, 120], [85, 121, 117, 153], [22, 190, 54, 222], [137, 104, 169, 136], [130, 168, 162, 200]]"
784.tif,"[[184, -1, 216, 31], [155, 97, 187, 129], [166, 69, 198, 101], [207, 133, 239, 165], [122, 178, 154, 210], [62, 22, 94, 54], [52, 90, 84, 122]]"
785.tif,"[[73, -13, 105, 19], [206, 41, 238, 73], [89, 82, 121, 114], [143, 110, 175, 142], [114, 207, 146, 239], [126, 179, 158, 211], [206, 167, 238, 199], [21, 133, 53, 165], [11, 201, 43, 233]]"
786.tif,"[[27, 43, 59, 75], [102, 14, 134, 46], [60, 114, 92, 146], [-13, 119, 19, 151], [23, 132, 55, 164], [57, 163, 89, 195]]"
787.tif,"[[164, 79, 196, 111], [83, 30, 115, 62], [58, 64, 90, 96], [-5, 133, 27, 165], [110, 46, 142, 78], [102, 111, 134, 143], [58, 190, 90, 222], [132, 161, 164, 193]]"
788.tif,"[[159, 11, 191, 43], [86, 17, 118, 49], [122, 30, 154, 62], [157, 60, 189, 92], [2, 61, 34, 93], [93, 178, 125, 210], [157, 159, 189, 191], [200, 146, 232, 178]]"
789.tif,"[[123, 7, 155, 39], [94, 105, 126, 137], [105, 77, 137, 109], [186, 65, 218, 97], [146, 141, 178, 173], [182, 154, 214, 186], [61, 186, 93, 218], [1, 30, 33, 62], [-9, 99, 23, 131]]"
790.tif,"[[42, 56, 74, 88], [54, 28, 86, 60], [135, 16, 167, 48], [167, 87, 199, 119], [94, 92, 126, 124], [130, 105, 162, 137], [165, 136, 197, 168], [10, 137, 42, 169], [-13, 191, 19, 223]]"
791.tif,"[[-3, 50, 29, 82], [8, 22, 40, 54], [89, 10, 121, 42], [121, 81, 153, 113], [49, 87, 81, 119], [84, 100, 116, 132], [119, 130, 151, 162]]"
792.tif,"[[93, 78, 125, 110], [105, 50, 137, 82], [185, 38, 217, 70], [145, 114, 177, 146], [181, 127, 213, 159], [61, 159, 93, 191], [0, 3, 32, 35], [-9, 72, 23, 104]]"
793.tif,"[[98, -3, 130, 29], [25, 3, 57, 35], [61, 16, 93, 48], [95, 46, 127, 78], [32, 164, 64, 196], [96, 145, 128, 177], [139, 132, 171, 164], [176, 147, 208, 179]]"
794.tif,"[[18, 70, 50, 102], [16, 177, 48, 209], [47, 142, 79, 174], [61, 57, 93, 89], [98, 72, 130, 104], [156, 113, 188, 145], [190, 124, 222, 156], [117, 167, 149, 199]]"
795.tif,"[[19, 13, 51, 45], [83, -6, 115, 26], [81, 101, 113, 133], [112, 66, 144, 98], [163, -4, 195, 28], [128, 158, 160, 190], [182, 91, 214, 123], [179, 190, 211, 222]]"
796.tif,"[[36, -5, 68, 27], [37, 94, 69, 126], [34, 201, 66, 233], [65, 166, 97, 198], [79, 81, 111, 113], [116, 96, 148, 128], [175, 137, 207, 169], [135, 191, 167, 223]]"
797.tif,"[[100, -3, 132, 29], [36, 115, 68, 147], [101, 96, 133, 128], [98, 203, 130, 235], [129, 168, 161, 200], [144, 83, 176, 115], [181, 99, 213, 131], [199, 194, 231, 226]]"
798.tif,"[[17, 72, 49, 104], [14, 179, 46, 211], [45, 144, 77, 176], [59, 59, 91, 91], [97, 74, 129, 106], [155, 114, 187, 146], [189, 125, 221, 157], [115, 169, 147, 201]]"
799.tif,"[[41, 25, 73, 57], [74, 36, 106, 68], [1, 79, 33, 111], [102, 141, 134, 173], [145, 55, 177, 87], [139, 144, 171, 176], [187, 68, 219, 100], [54, 204, 86, 236], [-2, 178, 30, 210]]"
800.tif,"[[0, 83, 32, 115], [14, -2, 46, 30], [51, 14, 83, 46], [110, 54, 142, 86], [144, 65, 176, 97], [16, 175, 48, 207], [70, 109, 102, 141], [171, 170, 203, 202], [67, 207, 99, 239]]"
801.tif,"[[23, 194, 55, 226], [57, 205, 89, 237], [126, 79, 158, 111], [161, 143, 193, 175], [207, 155, 239, 187]]"
802.tif,"[[94, 2, 126, 34], [141, 58, 173, 90], [195, -8, 227, 24], [192, 91, 224, 123], [191, 148, 223, 180], [178, 168, 210, 200], [-11, 20, 21, 52]]"
803.tif,"[[34, 25, 66, 57], [134, 87, 166, 119], [178, 0, 210, 32], [172, 89, 204, 121], [206, 168, 238, 200], [100, 205, 132, 237], [87, 149, 119, 181], [31, 123, 63, 155], [30, 180, 62, 212], [17, 200, 49, 232]]"
804.tif,"[[0, 25, 32, 57], [33, 36, 65, 68], [61, 141, 93, 173], [104, 55, 136, 87], [98, 144, 130, 176], [146, 68, 178, 100], [184, -15, 216, 17], [206, 182, 238, 214], [13, 204, 45, 236]]"
805.tif,"[[-1, 85, 31, 117], [32, 96, 64, 128], [60, 201, 92, 233], [103, 114, 135, 146], [97, 203, 129, 235], [136, 33, 168, 65], [145, 127, 177, 159], [183, 45, 215, 77]]"
806.tif,"[[41, 85, 73, 117], [84, -1, 116, 31], [79, 88, 111, 120], [126, 12, 158, 44], [192, 21, 224, 53], [186, 126, 218, 158], [112, 167, 144, 199], [6, 204, 38, 236], [-7, 148, 25, 180]]"
807.tif,"[[-11, 119, 21, 151], [23, 38, 55, 70], [31, 132, 63, 164], [69, 50, 101, 82], [97, 142, 129, 174], [128, 51, 160, 83], [199, 196, 231, 228], [184, 92, 216, 124]]"
808.tif,"[[1, 7, 33, 39], [3, 153, 35, 185], [37, 72, 69, 104], [45, 166, 77, 198], [83, 83, 115, 115], [111, 175, 143, 207], [142, 84, 174, 116], [198, 125, 230, 157]]"
809.tif,"[[-14, 183, 18, 215], [30, 97, 62, 129], [24, 186, 56, 218], [63, 15, 95, 47], [72, 110, 104, 142], [110, 27, 142, 59], [138, 119, 170, 151], [168, 28, 200, 60]]"
810.tif,"[[0, 41, 32, 73], [-6, 130, 26, 162], [41, 54, 73, 86], [108, 63, 140, 95], [101, 168, 133, 200], [194, 13, 226, 45], [172, 195, 204, 227]]"
811.tif,"[[14, 94, 46, 126], [8, 183, 40, 215], [47, 12, 79, 44], [56, 107, 88, 139], [94, 24, 126, 56], [122, 116, 154, 148], [153, 25, 185, 57], [208, 66, 240, 98]]"
812.tif,"[[11, -3, 43, 29], [39, 89, 71, 121], [70, -2, 102, 30], [141, 144, 173, 176], [33, 194, 65, 226], [126, 39, 158, 71], [162, 5, 194, 37]]"
813.tif,"[[17, 14, 49, 46], [83, 23, 115, 55], [185, 77, 217, 109], [76, 128, 108, 160], [147, 155, 179, 187], [3, 169, 35, 201]]"
814.tif,"[[18, -2, 50, 30], [118, 79, 150, 111], [205, 54, 237, 86], [18, 168, 50, 200], [54, 134, 86, 166], [158, 151, 190, 183], [182, 204, 214, 236]]"
815.tif,"[[96, 6, 128, 38], [11, 200, 43, 232], [-5, 95, 27, 127], [32, 61, 64, 93], [135, 78, 167, 110], [159, 131, 191, 163], [183, 193, 215, 225]]"
816.tif,"[[-1, 62, 31, 94], [47, -14, 79, 18], [113, -5, 145, 27], [106, 101, 138, 133], [177, 128, 209, 160], [33, 142, 65, 174]]"
817.tif,"[[18, 6, 50, 38], [125, 44, 157, 76], [196, 72, 228, 104], [52, 85, 84, 117], [89, 169, 121, 201], [68, 185, 100, 217]]"
818.tif,"[[37, 57, 69, 89], [108, 79, 140, 111], [146, 67, 178, 99], [136, 142, 168, 174], [109, 175, 141, 207]]"
819.tif,"[[47, 20, 79, 52], [10, 98, 42, 130], [81, 119, 113, 151], [119, 108, 151, 140], [109, 183, 141, 215]]"
820.tif,"[[98, 1, 130, 33], [13, 194, 45, 226], [-3, 89, 29, 121], [34, 55, 66, 87], [137, 72, 169, 104], [161, 125, 193, 157], [185, 188, 217, 220]]"
821.tif,"[[-9, 100, 23, 132], [24, 200, 56, 232], [62, 188, 94, 220], [139, 32, 171, 64], [163, 94, 195, 126], [155, 136, 187, 168]]"
822.tif,"[[200, 24, 232, 56], [187, 105, 219, 137], [14, 141, 46, 173], [90, -15, 122, 17], [114, 47, 146, 79], [107, 89, 139, 121], [177, 142, 209, 174]]"
823.tif,"[[205, 142, 237, 174], [203, 92, 235, 124], [138, 25, 170, 57], [126, 105, 158, 137], [29, -15, 61, 17], [53, 48, 85, 80], [45, 90, 77, 122], [116, 142, 148, 174]]"
824.tif,"[[181, 185, 213, 217], [188, -8, 220, 24], [15, 29, 47, 61], [112, 126, 144, 158], [5, 104, 37, 136], [178, 29, 210, 61], [64, 172, 96, 204]]"
825.tif,"[[73, 9, 105, 41], [144, 31, 176, 63], [182, 19, 214, 51], [173, 94, 205, 126], [145, 127, 177, 159], [58, 178, 90, 210]]"
826.tif,"[[46, -9, 78, 23], [182, 76, 214, 108], [75, 54, 107, 86], [47, 88, 79, 120], [134, 122, 166, 154], [84, 189, 116, 221]]"
827.tif,"[[202, 135, 234, 167], [199, 84, 231, 116], [134, 17, 166, 49], [122, 97, 154, 129], [49, 40, 81, 72], [41, 82, 73, 114], [112, 135, 144, 167]]"
828.tif,"[[34, 200, 66, 232], [5, 172, 37, 204], [49, 144, 81, 176], [153, 142, 185, 174], [199, 102, 231, 134], [131, 79, 163, 111], [154, 58, 186, 90], [198, 12, 230, 44], [63, 16, 95, 48], [84, 109, 116, 141], [26, 51, 58, 83]]"
829.tif,"[[19, 15, 51, 47], [89, 37, 121, 69], [128, 25, 160, 57], [118, 100, 150, 132], [91, 133, 123, 165], [177, 168, 209, 200], [3, 184, 35, 216]]"
830.tif,"[[123, 208, 155, 240], [94, 180, 126, 212], [138, 152, 170, 184], [152, 24, 184, 56], [173, 117, 205, 149], [115, 59, 147, 91], [63, 93, 95, 125], [32, 126, 64, 158], [59, -1, 91, 31], [5, 29, 37, 61]]"
831.tif,"[[206, 177, 238, 209], [138, 154, 170, 186], [162, 133, 194, 165], [206, 87, 238, 119], [145, 12, 177, 44], [70, 91, 102, 123], [27, -1, 59, 31], [91, 184, 123, 216], [34, 126, 66, 158]]"
832.tif,"[[108, 187, 140, 219], [76, 174, 108, 206], [18, 176, 50, 208], [47, 145, 79, 177], [90, 117, 122, 149], [195, 116, 227, 148], [172, 53, 204, 85], [196, 31, 228, 63], [105, -11, 137, 21], [125, 82, 157, 114], [68, 24, 100, 56], [16, 58, 48, 90], [-15, 92, 17, 124]]"
833.tif,"[[144, 185, 176, 217], [158, 57, 190, 89], [179, 150, 211, 182], [121, 92, 153, 124], [69, 126, 101, 158], [38, 159, 70, 191], [66, 32, 98, 64], [12, 62, 44, 94]]"
834.tif,"[[180, 130, 212, 162], [111, 70, 143, 102], [4, 49, 36, 81], [63, 117, 95, 149], [14, 184, 46, 216]]"
835.tif,"[[203, 104, 235, 136], [172, 138, 204, 170], [199, 10, 231, 42], [146, 41, 178, 73], [103, 91, 135, 123], [-1, 180, 31, 212], [36, 147, 68, 179], [76, 122, 108, 154], [67, -2, 99, 30]]"
836.tif,"[[205, 165, 237, 197], [203, 47, 235, 79], [172, 80, 204, 112], [103, 34, 135, 66], [165, 198, 197, 230], [-1, 123, 31, 155], [36, 89, 68, 121], [75, 65, 107, 97]]"
837.tif,"[[184, 154, 216, 186], [97, 120, 129, 152], [157, 61, 189, 93], [125, 48, 157, 80], [67, 50, 99, 82], [96, 19, 128, 51], [140, -9, 172, 23], [27, 83, 59, 115], [42, 195, 74, 227]]"
838.tif,"[[154, 110, 186, 142], [163, 4, 195, 36], [108, 79, 140, 111], [47, 62, 79, 94]]"
839.tif,"[[184, 43, 216, 75], [106, 33, 138, 65], [23, 45, 55, 77], [53, -10, 85, 22]]"
840.tif,"[[175, 103, 207, 135], [92, 115, 124, 147], [122, 60, 154, 92], [47, 88, 79, 120]]"
841.tif,"[[166, 61, 198, 93], [196, 5, 228, 37], [121, 34, 153, 66], [46, 19, 78, 51], [0, 8, 32, 40]]"
842.tif,"[[161, 64, 193, 96], [77, 76, 109, 108], [108, 20, 140, 52], [33, 49, 65, 81]]"
843.tif,"[[133, 145, 165, 177], [50, 157, 82, 189], [80, 101, 112, 133], [56, 18, 88, 50], [6, 130, 38, 162]]"
844.tif,"[[127, 202, 159, 234], [158, 146, 190, 178], [134, 63, 166, 95], [168, 29, 200, 61], [205, -4, 237, 28], [67, 18, 99, 50], [83, 175, 115, 207], [7, 160, 39, 192], [-10, 64, 22, 96]]"
845.tif,"[[187, 94, 219, 126], [154, 9, 186, 41], [147, 126, 179, 158], [18, 18, 50, 50], [58, -7, 90, 25]]"
846.tif,"[[59, 182, 91, 214], [34, 99, 66, 131], [69, 65, 101, 97], [106, 32, 138, 64], [146, 7, 178, 39], [0, 11, 32, 43]]"
847.tif,"[[186, 151, 218, 183], [155, 184, 187, 216], [182, 57, 214, 89], [128, 87, 160, 119], [86, 138, 118, 170], [19, 194, 51, 226], [58, 169, 90, 201], [49, 45, 81, 77], [58, 6, 90, 38]]"
848.tif,"[[198, 47, 230, 79], [170, 80, 202, 112], [207, 182, 239, 214], [75, 170, 107, 202], [83, 130, 115, 162], [-9, 59, 23, 91]]"
849.tif,"[[155, 58, 187, 90], [145, 115, 177, 147], [110, 167, 142, 199], [84, 78, 116, 110], [16, 90, 48, 122]]"
850.tif,"[[197, 145, 229, 177], [129, 200, 161, 232], [169, 176, 201, 208], [160, 52, 192, 84], [168, 12, 200, 44], [68, 71, 100, 103], [58, 128, 90, 160], [23, 179, 55, 211], [-2, 91, 30, 123]]"
851.tif,"[[108, 196, 140, 228], [84, 113, 116, 145], [118, 79, 150, 111], [156, 46, 188, 78], [195, 21, 227, 53], [49, 25, 81, 57], [17, 69, 49, 101]]"
852.tif,"[[28, 1, 60, 33], [66, 3, 98, 35], [173, 41, 205, 73], [100, 82, 132, 114], [137, 166, 169, 198], [116, 182, 148, 214], [4, 178, 36, 210], [-7, 119, 25, 151]]"
853.tif,"[[136, 32, 168, 64], [174, 116, 206, 148], [153, 132, 185, 164], [41, 128, 73, 160], [30, 69, 62, 101], [17, 13, 49, 45]]"
854.tif,"[[203, 98, 235, 130], [111, 117, 143, 149], [101, 174, 133, 206], [119, -13, 151, 19], [98, 3, 130, 35], [41, 137, 73, 169], [-14, -1, 18, 31]]"
855.tif,"[[181, 159, 213, 191], [182, 19, 214, 51], [146, 71, 178, 103], [114, 114, 146, 146], [37, 159, 69, 191], [1, 138, 33, 170], [52, -6, 84, 26]]"
856.tif,"[[153, 57, 185, 89], [69, 70, 101, 102], [100, 14, 132, 46], [25, 43, 57, 75]]"
857.tif,"[[174, 87, 206, 119], [99, 72, 131, 104], [53, 61, 85, 93]]"
858.tif,"[[198, 27, 230, 59], [138, 168, 170, 200], [92, 157, 124, 189], [121, 72, 153, 104], [84, 50, 116, 82], [16, 24, 48, 56]]"
859.tif,"[[176, 181, 208, 213], [206, 125, 238, 157], [182, 42, 214, 74], [115, -2, 147, 30], [131, 154, 163, 186], [56, 139, 88, 171], [10, 128, 42, 160], [38, 43, 70, 75], [2, 21, 34, 53]]"
860.tif,"[[191, 194, 223, 226], [202, -3, 234, 29], [192, 54, 224, 86], [157, 106, 189, 138], [131, 17, 163, 49], [125, 149, 157, 181], [48, 194, 80, 226], [11, 173, 43, 205], [63, 28, 95, 60]]"
861.tif,"[[136, 203, 168, 235], [100, 181, 132, 213], [32, 155, 64, 187], [152, 37, 184, 69], [22, -15, 54, 17], [-7, 135, 25, 167]]"
862.tif,"[[150, 186, 182, 218], [107, 128, 139, 160], [21, 135, 53, 167], [165, 36, 197, 68]]"
863.tif,"[[184, 125, 216, 157], [141, 67, 173, 99], [55, 74, 87, 106]]"
864.tif,"[[196, 50, 228, 82], [110, 56, 142, 88], [81, 206, 113, 238], [24, 131, 56, 163]]"
865.tif,"[[195, 133, 227, 165], [187, 26, 219, 58], [119, 0, 151, 32], [83, 123, 115, 155], [-4, 19, 28, 51]]"
866.tif,"[[170, 92, 202, 124], [132, 72, 164, 104], [75, -3, 107, 29], [47, 111, 79, 143], [7, 180, 39, 212], [-2, 86, 30, 118]]"
867.tif,"[[139, 148, 171, 180], [99, 110, 131, 142]]"
868.tif,"[[207, 156, 239, 188], [197, -14, 229, 18], [168, 136, 200, 168], [111, 61, 143, 93], [83, 175, 115, 207], [71, 24, 103, 56], [34, 150, 66, 182]]"
869.tif,"[[160, 86, 192, 118], [74, 161, 106, 193], [34, 123, 66, 155]]"
870.tif,"[[148, 47, 180, 79], [108, 117, 140, 149], [98, 22, 130, 54], [28, 97, 60, 129], [48, 2, 80, 34], [-7, 141, 25, 173]]"
871.tif,"[[191, 93, 223, 125], [151, 162, 183, 194], [141, 67, 173, 99], [71, 142, 103, 174], [91, 47, 123, 79], [36, 186, 68, 218]]"
