fn,bbox
1531.tif,"[[-6, 124, 26, 156], [37, 34, 69, 66], [108, 36, 140, 68], [133, 85, 165, 117], [71, 110, 103, 142], [139, 160, 171, 192], [50, 199, 82, 231]]"
1532.tif,"[[3, 160, 35, 192], [91, 130, 123, 162], [152, 53, 184, 85], [161, 132, 193, 164], [186, 182, 218, 214], [124, 207, 156, 239], [132, 0, 164, 32]]"
1533.tif,"[[86, 179, 118, 211], [11, 70, 43, 102], [149, 31, 181, 63], [88, 56, 120, 88], [10, 187, 42, 219], [155, 106, 187, 138], [67, 145, 99, 177]]"
1534.tif,"[[206, 60, 238, 92], [126, 172, 158, 204], [16, 110, 48, 142], [43, 146, 75, 178], [1, 176, 33, 208], [-9, 47, 23, 79], [68, 23, 100, 55], [130, 67, 162, 99], [187, 26, 219, 58]]"
1535.tif,"[[173, 61, 205, 93], [37, 140, 69, 172], [-4, 89, 28, 121], [54, 190, 86, 222], [65, 16, 97, 48]]"
1536.tif,"[[18, 198, 50, 230], [199, 187, 231, 219], [84, 167, 116, 199], [149, 134, 181, 166], [97, 27, 129, 59], [14, 68, 46, 100]]"
1537.tif,"[[128, 170, 160, 202], [123, 27, 155, 59], [206, -2, 238, 30], [13, 80, 45, 112], [77, 120, 109, 152]]"
1538.tif,"[[38, 110, 70, 142], [121, 81, 153, 113], [130, 200, 162, 232], [192, 77, 224, 109], [-9, 202, 23, 234]]"
1539.tif,"[[49, 18, 81, 50], [58, 137, 90, 169], [120, 14, 152, 46], [139, 112, 171, 144]]"
1540.tif,"[[10, 141, 42, 173], [81, 137, 113, 169], [174, -12, 206, 20], [48, 1, 80, 33], [138, 48, 170, 80], [129, 84, 161, 116]]"
1541.tif,"[[18, 36, 50, 68], [27, 155, 59, 187], [89, 32, 121, 64], [108, 130, 140, 162]]"
1542.tif,"[[9, 83, 41, 115], [20, 151, 52, 183], [71, 171, 103, 203], [200, 191, 232, 223], [174, 30, 206, 62]]"
1543.tif,"[[163, 186, 195, 218], [81, 44, 113, 76], [92, 112, 124, 144], [143, 132, 175, 164]]"
1544.tif,"[[41, 197, 73, 229], [20, 144, 52, 176], [149, 164, 181, 196], [185, 158, 217, 190], [123, 3, 155, 35]]"
1545.tif,"[[197, 114, 229, 146], [156, 63, 188, 95], [76, 176, 108, 208], [-7, 149, 25, 181], [18, 27, 50, 59], [80, 71, 112, 103], [137, 29, 169, 61]]"
1546.tif,"[[133, 203, 165, 235], [22, 146, 54, 178], [67, 94, 99, 126], [98, 50, 130, 82], [185, 32, 217, 64]]"
1547.tif,"[[124, 188, 156, 220], [155, 144, 187, 176], [59, 41, 91, 73], [99, 33, 131, 65]]"
1548.tif,"[[22, 26, 54, 58], [31, 105, 63, 137], [56, 155, 88, 187], [-6, 180, 26, 212], [150, 76, 182, 108], [190, 68, 222, 100], [130, -7, 162, 25], [166, -12, 198, 20]]"
1549.tif,"[[83, 148, 115, 180], [123, 139, 155, 171], [63, 64, 95, 96], [99, 59, 131, 91], [128, 16, 160, 48]]"
1550.tif,"[[12, 205, 44, 237], [74, 128, 106, 160], [83, 207, 115, 239], [-9, -14, 23, 18], [2, 54, 34, 86], [53, 74, 85, 106], [202, 178, 234, 210], [182, 94, 214, 126]]"
1551.tif,"[[15, 147, 47, 179], [52, 141, 84, 173], [81, 99, 113, 131], [206, 148, 238, 180], [178, 95, 210, 127], [178, 63, 210, 95], [192, 6, 224, 38], [-11, -14, 21, 18]]"
1552.tif,"[[63, 206, 95, 238], [92, 164, 124, 196], [189, 160, 221, 192], [190, 128, 222, 160], [203, 71, 235, 103], [1, 51, 33, 83]]"
1553.tif,"[[20, 127, 52, 159], [50, 83, 82, 115], [137, 65, 169, 97], [174, 144, 206, 176]]"
1554.tif,"[[18, 177, 50, 209], [105, 159, 137, 191], [168, 70, 200, 102], [181, 138, 213, 170], [93, -7, 125, 25]]"
1555.tif,"[[2, 151, 34, 183], [66, 61, 98, 93], [79, 130, 111, 162], [190, -14, 222, 18], [205, 19, 237, 51], [109, 204, 141, 236]]"
1556.tif,"[[12, 152, 44, 184], [41, 110, 73, 142], [166, 159, 198, 191], [138, 106, 170, 138], [138, 74, 170, 106], [152, 17, 184, 49]]"
1557.tif,"[[48, 203, 80, 235], [-12, 128, 20, 160], [24, 123, 56, 155], [53, 80, 85, 112], [178, 130, 210, 162], [150, 76, 182, 108], [151, 45, 183, 77], [164, -12, 196, 20]]"
1558.tif,"[[-13, 169, 19, 201], [24, 163, 56, 195], [52, 121, 84, 153], [178, 170, 210, 202], [150, 117, 182, 149], [150, 85, 182, 117], [164, 28, 196, 60]]"
1559.tif,"[[41, 203, 73, 235], [54, 20, 86, 52], [55, 76, 87, 108], [71, 106, 103, 138], [166, 128, 198, 160], [181, 162, 213, 194], [188, 202, 220, 234]]"
1560.tif,"[[-9, 187, 23, 219], [79, 81, 111, 113], [81, 137, 113, 169], [96, 167, 128, 199], [191, 189, 223, 221], [67, 17, 99, 49], [169, -5, 201, 27]]"
1561.tif,"[[7, 151, 39, 183], [95, 44, 127, 76], [97, 100, 129, 132], [112, 130, 144, 162], [207, 152, 239, 184], [-7, 8, 25, 40]]"
1562.tif,"[[15, 201, 47, 233], [27, 18, 59, 50], [29, 74, 61, 106], [44, 104, 76, 136], [139, 126, 171, 158], [154, 159, 186, 191], [161, 200, 193, 232]]"
1563.tif,"[[153, 208, 185, 240], [43, 61, 75, 93], [58, 94, 90, 126], [65, 135, 97, 167], [137, 51, 169, 83], [133, 123, 165, 155]]"
1564.tif,"[[-9, 158, 23, 190], [5, 31, 37, 63], [20, 61, 52, 93], [115, 83, 147, 115], [130, 116, 162, 148], [137, 157, 169, 189], [192, -9, 224, 23], [205, 145, 237, 177]]"
1565.tif,"[[62, 172, 94, 204], [63, 140, 95, 172], [178, 119, 210, 151], [180, 175, 212, 207], [195, 205, 227, 237], [76, 83, 108, 115], [166, 55, 198, 87]]"
1566.tif,"[[43, 202, 75, 234], [15, 148, 47, 180], [16, 117, 48, 149], [131, 95, 163, 127], [132, 151, 164, 183], [148, 181, 180, 213], [29, 59, 61, 91], [119, 32, 151, 64]]"
1567.tif,"[[179, 128, 211, 160], [165, 190, 197, 222], [157, -2, 189, 30], [160, 36, 192, 68], [157, 88, 189, 120], [36, -8, 68, 24]]"
1568.tif,"[[54, 19, 86, 51], [41, 81, 73, 113], [125, 70, 157, 102], [156, 1, 188, 33], [194, 55, 226, 87], [145, 150, 177, 182], [139, 183, 171, 215], [161, 174, 193, 206], [198, 127, 230, 159]]"
1569.tif,"[[64, 59, 96, 91], [50, 121, 82, 153], [135, 110, 167, 142], [196, -9, 228, 23], [115, 1, 147, 33], [166, 41, 198, 73], [203, 95, 235, 127], [155, 190, 187, 222], [207, 167, 239, 199], [42, 19, 74, 51]]"
1570.tif,"[[46, 100, 78, 132], [135, 9, 167, 41]]"
1571.tif,"[[24, 0, 56, 32], [37, 69, 69, 101], [170, -1, 202, 31], [-2, 169, 30, 201], [67, 144, 99, 176], [183, 89, 215, 121]]"
1572.tif,"[[197, 47, 229, 79], [206, 104, 238, 136], [135, 89, 167, 121], [48, 16, 80, 48], [61, 105, 93, 137], [99, 193, 131, 225], [116, 4, 148, 36]]"
1573.tif,"[[77, 160, 109, 192], [43, -5, 75, 27], [175, 63, 207, 95], [197, 28, 229, 60]]"
1574.tif,"[[73, 190, 105, 222], [110, 184, 142, 216], [139, 142, 171, 174], [47, 29, 79, 61]]"
1575.tif,"[[75, 129, 107, 161], [110, 43, 142, 75]]"
1576.tif,"[[185, 100, 217, 132], [176, 179, 208, 211], [139, 165, 171, 197], [-10, 139, 22, 171], [88, 42, 120, 74], [110, 7, 142, 39]]"
1577.tif,"[[32, 184, 64, 216], [203, 76, 235, 108], [199, 34, 231, 66], [188, -1, 220, 31], [100, 116, 132, 148], [88, 62, 120, 94], [69, 11, 101, 43], [20, 121, 52, 153], [-5, 6, 27, 38]]"
1578.tif,"[[156, 24, 188, 56], [150, 72, 182, 104], [70, 110, 102, 142], [-11, 120, 21, 152], [39, 160, 71, 192], [150, 127, 182, 159], [176, 183, 208, 215]]"
1579.tif,"[[207, 96, 239, 128], [201, 144, 233, 176], [121, 182, 153, 214], [39, 192, 71, 224], [201, 199, 233, 231], [195, 33, 227, 65]]"
1580.tif,"[[48, 161, 80, 193], [181, 93, 213, 125], [99, 103, 131, 135], [150, 143, 182, 175], [188, 197, 220, 229], [26, 31, 58, 63], [29, 69, 61, 101], [26, 121, 58, 153]]"
1581.tif,"[[-8, 99, 24, 131], [63, 150, 95, 182], [205, -7, 237, 25], [125, 31, 157, 63], [43, 41, 75, 73], [94, 81, 126, 113], [205, 48, 237, 80], [132, 135, 164, 167], [136, 207, 168, 239]]"
1582.tif,"[[6, 136, 38, 168], [68, 17, 100, 49], [-14, 27, 18, 59], [37, 67, 69, 99], [148, 34, 180, 66], [174, 90, 206, 122], [75, 121, 107, 153], [79, 192, 111, 224], [185, 145, 217, 177], [181, 201, 213, 233]]"
1583.tif,"[[-8, 1, 24, 33], [-8, 56, 24, 88], [18, 112, 50, 144], [29, 167, 61, 199]]"
1584.tif,"[[28, 183, 60, 215], [169, 26, 201, 58], [90, 64, 122, 96], [8, 74, 40, 106], [59, 114, 91, 146], [169, 81, 201, 113], [195, 137, 227, 169], [97, 168, 129, 200], [206, 192, 238, 224]]"
1585.tif,"[[-2, 37, 30, 69], [166, -9, 198, 23], [67, 22, 99, 54], [18, 117, 50, 149], [12, 150, 44, 182], [34, 141, 66, 173], [71, 94, 103, 126], [177, 46, 209, 78], [173, 103, 205, 135], [181, 161, 213, 193]]"
1586.tif,"[[51, 26, 83, 58], [120, 11, 152, 43], [71, 106, 103, 138], [65, 139, 97, 171], [87, 130, 119, 162], [124, 83, 156, 115]]"
1587.tif,"[[64, 0, 96, 32], [50, 62, 82, 94], [134, 51, 166, 83], [203, 36, 235, 68], [154, 131, 186, 163], [148, 164, 180, 196], [170, 155, 202, 187], [207, 108, 239, 140]]"
1588.tif,"[[3, -7, 35, 25], [140, 16, 172, 48], [41, 47, 73, 79], [-8, 142, 24, 174], [-14, 175, 18, 207], [8, 166, 40, 198], [45, 119, 77, 151], [151, 71, 183, 103], [147, 128, 179, 160], [155, 186, 187, 218]]"
1589.tif,"[[1, 94, 33, 126], [32, 25, 64, 57], [142, -8, 174, 24], [168, 48, 200, 80], [70, 79, 102, 111], [21, 174, 53, 206], [15, 207, 47, 239], [37, 198, 69, 230], [74, 151, 106, 183], [179, 103, 211, 135], [175, 160, 207, 192]]"
1590.tif,"[[7, 30, 39, 62], [18, 84, 50, 116], [14, 141, 46, 173], [22, 199, 54, 231], [127, 193, 159, 225]]"
1591.tif,"[[90, 13, 122, 45], [86, 70, 118, 102], [94, 128, 126, 160], [156, 202, 188, 234], [200, 122, 232, 154]]"
1592.tif,"[[71, 36, 103, 68], [90, 150, 122, 182], [133, 110, 165, 142], [177, 30, 209, 62]]"
1593.tif,"[[-9, 189, 23, 221], [54, -15, 86, 17], [74, 65, 106, 97], [68, 98, 100, 130], [90, 89, 122, 121], [127, 42, 159, 74], [85, 179, 117, 211]]"
1594.tif,"[[205, 145, 237, 177], [143, 187, 175, 219], [34, 39, 66, 71], [49, 73, 81, 105], [56, 113, 88, 145], [68, 203, 100, 235], [127, 29, 159, 61], [123, 101, 155, 133]]"
1595.tif,"[[38, 41, 70, 73], [46, 99, 78, 131], [108, 173, 140, 205], [152, 93, 184, 125]]"
1596.tif,"[[52, 18, 84, 50], [60, 76, 92, 108], [79, 189, 111, 221], [122, 149, 154, 181], [166, 70, 198, 102]]"
1597.tif,"[[182, 130, 214, 162], [185, 168, 217, 200], [-5, 206, 27, 238], [60, 124, 92, 156], [62, 52, 94, 84], [61, 12, 93, 44]]"
1598.tif,"[[154, 81, 186, 113], [157, 119, 189, 151], [154, 171, 186, 203], [32, 75, 64, 107], [34, 3, 66, 35]]"
1599.tif,"[[83, 198, 115, 230], [199, 114, 231, 146], [185, 176, 217, 208], [180, 22, 212, 54], [177, 74, 209, 106], [-9, 60, 23, 92]]"
1600.tif,"[[76, 72, 108, 104], [141, -10, 173, 22]]"
1601.tif,"[[166, 135, 198, 167], [168, 63, 200, 95], [167, 23, 199, 55], [64, 106, 96, 138]]"
1602.tif,"[[61, 185, 93, 217], [126, 103, 158, 135], [128, 32, 160, 64], [127, -8, 159, 24], [24, 74, 56, 106]]"
1603.tif,"[[44, 150, 76, 182], [43, 110, 75, 142], [43, 45, 75, 77], [143, 46, 175, 78]]"
1604.tif,"[[166, 194, 198, 226], [44, 188, 76, 220], [46, 116, 78, 148], [45, 76, 77, 108], [45, 11, 77, 43], [145, 13, 177, 45]]"
1605.tif,"[[166, 108, 198, 140], [23, 40, 55, 72], [-15, 89, 17, 121], [37, 144, 69, 176], [36, 171, 68, 203]]"
1606.tif,"[[20, 117, 52, 149], [111, 78, 143, 110], [132, 45, 164, 77], [205, 89, 237, 121], [192, 140, 224, 172], [162, 188, 194, 220]]"
1607.tif,"[[94, 175, 126, 207], [169, 203, 201, 235], [204, 154, 236, 186]]"
1608.tif,"[[37, 200, 69, 232], [93, 38, 125, 70], [128, 161, 160, 193], [149, 129, 181, 161], [168, 66, 200, 98], [203, 17, 235, 49]]"
1609.tif,"[[-11, 141, 21, 173], [80, 103, 112, 135], [101, 70, 133, 102], [120, 7, 152, 39], [174, 114, 206, 146], [161, 164, 193, 196]]"
1610.tif,"[[10, 114, 42, 146], [30, 81, 62, 113], [49, 18, 81, 50], [171, -10, 203, 22], [160, 35, 192, 67], [139, 77, 171, 109], [103, 125, 135, 157], [90, 176, 122, 208], [208, 176, 240, 208]]"
1611.tif,"[[201, 57, 233, 89], [21, 181, 53, 213], [56, 132, 88, 164], [175, 104, 207, 136], [143, 153, 175, 185], [132, 198, 164, 230]]"
1612.tif,"[[138, 9, 170, 41], [-7, 84, 25, 116], [112, 56, 144, 88], [80, 105, 112, 137], [69, 150, 101, 182], [48, 192, 80, 224], [207, 57, 239, 89], [204, 114, 236, 146], [171, 146, 203, 178], [157, 206, 189, 238]]"
1613.tif,"[[66, -15, 98, 17], [205, 27, 237, 59], [181, 81, 213, 113], [2, 205, 34, 237], [37, 156, 69, 188], [155, 128, 187, 160], [123, 177, 155, 209]]"
1614.tif,"[[52, 3, 84, 35], [20, 52, 52, 84], [9, 97, 41, 129], [-12, 138, 20, 170], [147, 4, 179, 36], [144, 60, 176, 92], [111, 93, 143, 125], [97, 153, 129, 185], [192, 101, 224, 133], [191, 176, 223, 208]]"
1615.tif,"[[8, 93, 40, 125], [64, 183, 96, 215], [83, 120, 115, 152], [118, 72, 150, 104], [205, 93, 237, 125], [194, 137, 226, 169], [173, 179, 205, 211]]"
1616.tif,"[[70, 5, 102, 37], [164, 16, 196, 48], [151, 67, 183, 99], [121, 115, 153, 147], [203, 200, 235, 232]]"
1617.tif,"[[45, 11, 77, 43], [15, 59, 47, 91], [79, 191, 111, 223], [163, 12, 195, 44], [129, 56, 161, 88], [122, 99, 154, 131], [97, 145, 129, 177], [189, 185, 221, 217]]"
1618.tif,"[[88, -14, 120, 18], [58, 34, 90, 66], [122, 166, 154, 198], [206, -14, 238, 18], [172, 30, 204, 62], [165, 74, 197, 106], [140, 120, 172, 152]]"
1619.tif,"[[6, 175, 38, 207], [50, 192, 82, 224], [170, 34, 202, 66], [188, -12, 220, 20], [207, 80, 239, 112]]"
1620.tif,"[[28, -13, 60, 19], [72, 129, 104, 161], [48, 183, 80, 215], [153, 168, 185, 200]]"
1621.tif,"[[48, 12, 80, 44], [22, 60, 54, 92], [-10, 109, 22, 141], [152, -2, 184, 30], [117, 61, 149, 93], [114, 117, 146, 149], [81, 149, 113, 181], [207, 86, 239, 118], [162, 158, 194, 190]]"
1622.tif,"[[120, -10, 152, 22], [94, 37, 126, 69], [62, 86, 94, 118], [51, 131, 83, 163], [30, 173, 62, 205], [189, 38, 221, 70], [186, 94, 218, 126], [153, 127, 185, 159], [139, 187, 171, 219]]"
1623.tif,"[[8, 31, 40, 63], [112, 16, 144, 48], [76, 79, 108, 111], [73, 136, 105, 168], [41, 168, 73, 200], [167, 105, 199, 137], [171, 138, 203, 170], [122, 177, 154, 209]]"
1624.tif,"[[64, 2, 96, 34], [53, 47, 85, 79], [33, 89, 65, 121], [-3, 137, 29, 169], [188, 10, 220, 42], [155, 43, 187, 75], [141, 103, 173, 135], [101, 188, 133, 220]]"
1625.tif,"[[40, 37, 72, 69], [37, 94, 69, 126], [4, 126, 36, 158], [-10, 187, 22, 219], [130, 63, 162, 95], [134, 96, 166, 128], [85, 135, 117, 167], [204, 152, 236, 184], [184, 191, 216, 223]]"
1626.tif,"[[45, -6, 77, 26], [49, 27, 81, 59], [1, 65, 33, 97], [0, 140, 32, 172], [-14, 182, 18, 214], [132, 27, 164, 59], [120, 82, 152, 114], [100, 122, 132, 154], [194, 161, 226, 193], [184, 37, 216, 69]]"
1627.tif,"[[49, -2, 81, 30], [35, 59, 67, 91], [130, 7, 162, 39], [129, 82, 161, 114], [116, 124, 148, 156], [96, 190, 128, 222], [158, 191, 190, 223], [-5, 144, 27, 176], [165, 170, 197, 202]]"
1628.tif,"[[-7, -1, 25, 31], [95, -5, 127, 27], [81, 56, 113, 88], [176, 4, 208, 36], [175, 79, 207, 111], [161, 120, 193, 152], [141, 186, 173, 218], [204, 187, 236, 219], [128, 206, 160, 238], [41, 140, 73, 172], [7, 184, 39, 216]]"
1629.tif,"[[6, -2, 38, 30], [-5, 42, 27, 74], [130, 6, 162, 38], [97, 38, 129, 70], [83, 99, 115, 131], [178, 47, 210, 79], [177, 122, 209, 154], [164, 164, 196, 196], [43, 184, 75, 216]]"
1630.tif,"[[12, 9, 44, 41], [94, 9, 126, 41], [82, 65, 114, 97], [62, 104, 94, 136], [140, 195, 172, 227], [157, 143, 189, 175], [146, 19, 178, 51]]"
1631.tif,"[[27, 50, 59, 82], [31, 84, 63, 116], [113, 84, 145, 116], [101, 139, 133, 171], [81, 178, 113, 210], [165, 94, 197, 126]]"
1632.tif,"[[25, 9, 57, 41], [31, 204, 63, 236], [84, 133, 116, 165], [102, 100, 134, 132], [119, 48, 151, 80], [204, 20, 236, 52], [182, 59, 214, 91], [175, 98, 207, 130]]"
1633.tif,"[[19, -3, 51, 29], [-1, 39, 31, 71], [121, -7, 153, 25], [107, 53, 139, 85], [203, 1, 235, 33], [202, 76, 234, 108], [188, 118, 220, 150], [168, 184, 200, 216], [155, 203, 187, 235], [67, 138, 99, 170], [33, 182, 65, 214]]"
1634.tif,"[[74, 23, 106, 55], [54, 89, 86, 121], [117, 90, 149, 122], [104, 133, 136, 165], [41, 108, 73, 140], [45, 161, 77, 193], [14, 157, 46, 189], [177, 197, 209, 229], [195, 158, 227, 190], [124, 70, 156, 102]]"
1635.tif,"[[134, 39, 166, 71], [196, 40, 228, 72], [184, 83, 216, 115], [121, 59, 153, 91], [33, -7, 65, 25], [-1, 37, 31, 69], [-8, 81, 24, 113], [124, 111, 156, 143], [94, 107, 126, 139], [96, 175, 128, 207], [60, 166, 92, 198], [58, 193, 90, 225], [204, 20, 236, 52]]"
1636.tif,"[[60, 57, 92, 89], [47, 99, 79, 131], [180, -1, 212, 31], [160, 38, 192, 70], [27, 164, 59, 196], [89, 165, 121, 197], [76, 208, 108, 240], [14, 184, 46, 216], [96, 145, 128, 177]]"
1637.tif,"[[34, 32, 66, 64], [21, 83, 53, 115], [-9, 130, 23, 162], [179, -2, 211, 30], [139, 83, 171, 115], [105, 127, 137, 159], [98, 170, 130, 202], [200, 197, 232, 229]]"
1638.tif,"[[26, 5, 58, 37], [-4, 53, 28, 85], [60, 185, 92, 217], [144, 6, 176, 38], [110, 49, 142, 81], [103, 93, 135, 125], [78, 139, 110, 171], [205, 119, 237, 151], [207, 188, 239, 220], [170, 179, 202, 211], [168, 205, 200, 237]]"
1639.tif,"[[110, -2, 142, 30], [204, 21, 236, 53], [191, 63, 223, 95], [171, 129, 203, 161], [158, 148, 190, 180], [70, 83, 102, 115], [36, 127, 68, 159], [29, 170, 61, 202], [162, 201, 194, 233], [131, 197, 163, 229]]"
1640.tif,"[[36, 140, 68, 172], [208, 26, 240, 58], [86, 5, 118, 37], [79, 48, 111, 80], [54, 94, 86, 126], [181, 75, 213, 107], [183, 143, 215, 175], [146, 134, 178, 166], [144, 161, 176, 193], [73, 186, 105, 218]]"
1641.tif,"[[125, -10, 157, 22], [65, 18, 97, 50], [35, 14, 67, 46], [37, 82, 69, 114], [0, 73, 32, 105], [-2, 100, 30, 132], [1, 170, 33, 202], [59, 151, 91, 183], [147, 168, 179, 200], [170, 111, 202, 143], [197, 55, 229, 87]]"
1642.tif,"[[-6, 184, 26, 216], [199, -15, 231, 17], [179, 51, 211, 83], [166, 70, 198, 102], [78, 5, 110, 37], [44, 49, 76, 81], [37, 92, 69, 124], [12, 138, 44, 170], [169, 123, 201, 155], [139, 119, 171, 151], [141, 187, 173, 219], [105, 178, 137, 210], [103, 205, 135, 237]]"
1643.tif,"[[-1, 23, 31, 55], [156, 7, 188, 39], [126, 3, 158, 35], [128, 72, 160, 104], [91, 63, 123, 95], [89, 89, 121, 121], [18, 115, 50, 147], [46, 188, 78, 220], [92, 159, 124, 191], [150, 141, 182, 173]]"
1644.tif,"[[71, 29, 103, 61], [182, 23, 214, 55], [180, 49, 212, 81], [108, 74, 140, 106], [136, 148, 168, 180], [182, 119, 214, 151], [202, 186, 234, 218], [149, 192, 181, 224], [116, 194, 148, 226]]"
1645.tif,"[[99, 5, 131, 37], [63, -4, 95, 28], [61, 23, 93, 55], [-11, 48, 21, 80], [17, 121, 49, 153], [63, 92, 95, 124], [122, 74, 154, 106], [83, 160, 115, 192], [30, 166, 62, 198], [-3, 168, 29, 200], [187, 151, 219, 183]]"
1646.tif,"[[148, -3, 180, 29], [20, 19, 52, 51], [-5, 65, 27, 97], [152, 50, 184, 82], [121, 46, 153, 78], [123, 114, 155, 146], [87, 105, 119, 137], [85, 132, 117, 164], [14, 157, 46, 189], [87, 201, 119, 233], [146, 183, 178, 215]]"
1647.tif,"[[17, 185, 49, 217], [95, 4, 127, 36], [205, -2, 237, 30], [203, 25, 235, 57], [132, 50, 164, 82], [159, 123, 191, 155], [206, 94, 238, 126], [172, 168, 204, 200], [139, 170, 171, 202]]"
1648.tif,"[[31, -14, 63, 18], [-13, 85, 19, 117], [34, 56, 66, 88], [92, 38, 124, 70], [53, 124, 85, 156], [0, 130, 32, 162], [158, 115, 190, 147], [180, 54, 212, 86], [203, -3, 235, 29]]"
1649.tif,"[[-9, 19, 23, 51], [14, 88, 46, 120], [79, 164, 111, 196], [141, 203, 173, 235], [102, 104, 134, 136], [172, 115, 204, 147], [125, 47, 157, 79], [152, -9, 184, 23], [190, 77, 222, 109]]"
1650.tif,"[[11, 185, 43, 217], [50, 0, 82, 32], [78, 74, 110, 106], [124, 45, 156, 77], [182, 26, 214, 58], [144, 112, 176, 144], [91, 118, 123, 150], [58, 120, 90, 152]]"
1651.tif,"[[-11, 56, 21, 88], [31, 76, 63, 108], [163, 3, 195, 35], [110, 9, 142, 41], [77, 11, 109, 43]]"
1652.tif,"[[23, 204, 55, 236], [133, -6, 165, 26], [62, 19, 94, 51], [90, 93, 122, 125], [136, 64, 168, 96], [194, 45, 226, 77], [155, 131, 187, 163], [103, 137, 135, 169], [70, 139, 102, 171]]"
1653.tif,"[[23, 164, 55, 196], [46, 111, 78, 143], [-7, 36, 25, 68], [54, 75, 86, 107], [85, -13, 117, 19]]"
1654.tif,"[[7, 43, 39, 75], [15, 6, 47, 38]]"
1655.tif,"[[16, 170, 48, 202], [38, 110, 70, 142], [108, 122, 140, 154], [61, 53, 93, 85], [157, 38, 189, 70], [88, -3, 120, 29], [126, 83, 158, 115]]"
1656.tif,"[[27, 154, 59, 186], [50, 102, 82, 134], [-3, 26, 29, 58], [58, 65, 90, 97]]"
1657.tif,"[[112, -9, 144, 23], [52, 18, 84, 50], [22, 14, 54, 46], [24, 83, 56, 115], [-13, 74, 19, 106], [-15, 100, 17, 132], [-12, 170, 20, 202], [46, 152, 78, 184], [135, 168, 167, 200], [204, 180, 236, 212], [158, 111, 190, 143], [184, 55, 216, 87], [202, 15, 234, 47]]"
1658.tif,"[[31, 150, 63, 182], [92, 189, 124, 221], [54, 90, 86, 122], [123, 101, 155, 133], [76, 33, 108, 65], [172, 18, 204, 50], [142, 63, 174, 95]]"
1659.tif,"[[34, -4, 66, 28], [21, 38, 53, 70], [67, 159, 99, 191], [163, 144, 195, 176], [94, 103, 126, 135], [112, 63, 144, 95], [185, 89, 217, 121], [132, 189, 164, 221], [164, -7, 196, 25]]"
1660.tif,"[[37, 185, 69, 217], [-2, 85, 30, 117], [68, 97, 100, 129], [21, 29, 53, 61], [117, 14, 149, 46], [86, 59, 118, 91]]"
1661.tif,"[[14, 49, 46, 81], [76, 50, 108, 82], [64, 93, 96, 125], [1, 68, 33, 100], [5, 121, 37, 153], [205, 198, 237, 230], [137, 157, 169, 189], [154, 118, 186, 150], [84, 29, 116, 61], [207, 47, 239, 79]]"
1662.tif,"[[-8, 49, 24, 81], [121, 197, 153, 229], [52, 156, 84, 188], [70, 117, 102, 149], [143, 143, 175, 175], [-1, 29, 31, 61], [122, 46, 154, 78], [140, 12, 172, 44]]"
1663.tif,"[[6, 170, 38, 202], [23, 131, 55, 163], [97, 157, 129, 189], [76, 60, 108, 92], [94, 26, 126, 58], [174, -15, 206, 17], [167, 25, 199, 57], [180, 156, 212, 188], [208, 201, 240, 233]]"
1664.tif,"[[-9, 5, 23, 37], [-15, 138, 17, 170], [73, 155, 105, 187], [143, 166, 175, 198], [96, 98, 128, 130], [192, 83, 224, 115], [123, 41, 155, 73], [141, 2, 173, 34], [161, 128, 193, 160]]"
1665.tif,"[[60, 26, 92, 58], [47, 68, 79, 100], [161, 7, 193, 39], [27, 134, 59, 166], [89, 135, 121, 167], [77, 178, 109, 210], [14, 153, 46, 185], [17, 205, 49, 237], [-13, 201, 19, 233], [167, 202, 199, 234], [97, 114, 129, 146]]"
1666.tif,"[[25, 144, 57, 176], [43, 110, 75, 142], [60, 58, 92, 90], [145, 30, 177, 62], [123, 69, 155, 101], [116, 108, 148, 140], [206, 125, 238, 157]]"
1667.tif,"[[3, -1, 35, 31], [2, 74, 34, 106], [-12, 116, 20, 148], [122, 16, 154, 48], [102, 55, 134, 87], [31, 182, 63, 214], [38, 162, 70, 194], [161, 179, 193, 211], [179, 146, 211, 178], [197, 94, 229, 126]]"
1668.tif,"[[32, 10, 64, 42], [20, 65, 52, 97], [0, 105, 32, 137], [77, 195, 109, 227], [94, 144, 126, 176], [179, 115, 211, 147], [157, 154, 189, 186], [83, 20, 115, 52], [150, 194, 182, 226], [189, 2, 221, 34], [150, -14, 182, 18]]"
1669.tif,"[[19, 196, 51, 228], [37, 145, 69, 177], [121, 117, 153, 149], [99, 155, 131, 187], [26, 21, 58, 53], [92, 195, 124, 227], [197, 174, 229, 206], [131, 3, 163, 35], [92, -13, 124, 19]]"
1670.tif,"[[29, 121, 61, 153], [7, 159, 39, 191], [0, 199, 32, 231], [105, 178, 137, 210], [39, 7, 71, 39], [0, -9, 32, 23], [126, 123, 158, 155], [180, 26, 212, 58], [205, 60, 237, 92]]"
1671.tif,"[[13, 122, 45, 154], [1, 177, 33, 209], [65, 132, 97, 164], [170, 114, 202, 146], [131, 98, 163, 130], [113, 43, 145, 75], [119, 10, 151, 42]]"
1672.tif,"[[9, -13, 41, 19], [-3, 42, 29, 74], [37, 206, 69, 238], [55, 172, 87, 204], [72, 120, 104, 152], [157, 92, 189, 124], [135, 131, 167, 163], [61, -3, 93, 29], [128, 170, 160, 202]]"
